Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2015-08-04,31.276586532592773,31.55294369885547,31.172704209021227,31.2353316666318,29818000
2015-08-05,31.99879264831543,32.201589567646785,31.470932115440498,31.52908482791939,46686000
2015-08-06,31.94411849975586,32.07827360793125,31.42570041658199,32.05943417617007,31452000
2015-08-07,31.577299118041992,31.94411817096755,31.299451631829687,31.82234445388052,28078000
2015-08-10,31.499263763427734,31.981895258421517,31.375946640236258,31.785065293764173,36184000
2015-08-11,32.84376907348633,33.545594696111,32.520192016177496,33.26227895533892,100584000
2015-08-12,32.78313064575195,33.053522736014,32.42177611254759,32.9580893412966,58734000
2015-08-13,32.6285514831543,33.0286732783339,32.39051782774289,32.77130341758646,36214000
2015-08-14,32.66185760498047,32.79779884074032,32.440175704733605,32.55698171745049,21442000
2015-08-17,32.848243713378906,32.8735942767461,32.369590189170424,32.64594735535554,21034000
2015-08-18,32.612640380859375,33.00381639761458,32.47993010416274,32.899437315260165,29122000
2015-08-19,32.849735260009766,33.15293331824608,32.51621891281231,32.636009335575736,42682000
2015-08-20,32.150390625,32.953618540761276,31.95505288289362,32.57934033862162,57106000
2015-08-21,30.44304084777832,31.813393268294554,30.435585469258722,31.79997472460605,85304000
2015-08-24,29.306297302246094,29.789425560975072,28.085554883853185,28.480705123379074,115406000
2015-08-25,28.9310302734375,30.690073085164464,28.883810345394824,30.563824623520006,70760000
2015-08-26,31.24527359008789,31.39886160330297,29.775509700802317,30.33717163972569,84718000
2015-08-27,31.692115783691406,31.989348750969704,30.91622742528152,31.781085448046287,69826000
2015-08-28,31.332752227783203,31.655832549807425,31.043473289027908,31.45403296371262,39574000
2015-08-31,30.72983741760254,31.602152772642995,30.70150621940791,31.191593096811065,43534000
2015-09-01,29.712881088256836,30.461928603205873,29.52947156602164,29.940031234164312,74042000
2015-09-02,30.535490036010742,30.535490036010742,29.808313797746045,30.1005752558498,51512000
2015-09-03,30.133384704589844,30.802408309431613,29.962948132216564,30.667709018773465,35192000
2015-09-04,29.85752296447754,29.995204780020863,29.586634077719566,29.822729931244005,41780000
2015-09-08,30.55139923095703,30.633412195462384,30.027512836800888,30.44354082512434,45590000
2015-09-09,30.454971313476562,31.14089462888333,30.29989298220131,30.877461122738758,34042000
2015-09-10,30.88391876220703,31.023589552490673,30.390851274728927,30.473857775374263,38106000
2015-09-11,31.103612899780273,31.104109672194127,30.6885804048631,30.804390947862075,27470000
2015-09-14,30.977863311767578,31.10808784787218,30.788488725018418,31.100135696557803,34046000
2015-09-15,31.569347381591797,31.74629507636438,31.004702913320347,31.149840106124504,41688000
2015-09-16,31.61109733581543,31.709014594865405,31.429178134011668,31.585748669299047,25730000
2015-09-17,31.955055236816406,32.35268935638047,31.563382386752274,31.701064200832523,45494000
2015-09-18,31.276586532592773,31.810910804223067,31.16574560262005,31.651359629442116,102668000
2015-09-21,31.584257125854492,31.636446673364603,31.112065439978807,31.532564350785712,35770000
2015-09-22,30.950525283813477,31.19208941578491,30.589669403180466,31.164751762884922,51258000
2015-09-23,30.934120178222656,31.26067977708582,30.816817423499188,30.91871264929105,29418000
2015-09-24,31.105106353759766,31.18065558131502,30.439065349593207,30.64981252222563,44802000
2015-09-25,30.41769027709961,31.30243248404695,30.369476806869727,31.30243248404695,43480000
2015-09-28,29.56873893737793,30.5486643370461,29.294867519345104,30.336675220232028,62554000
2015-09-29,29.57271385192871,30.07124961738902,29.336616126376843,29.68753084990326,46190000
2015-09-30,30.241239547729492,30.258139290640194,29.859012982725325,29.985758210438625,48268000
2015-10-01,30.38389015197754,30.423652799445463,29.815269693387215,30.2387529809757,37352000
2015-10-02,31.160280227661133,31.181652820008996,29.978304957503518,30.180603218270928,53696000
2015-10-05,31.88397789001465,31.960522560001447,31.16475188423304,31.413274623507505,36072000
2015-10-06,32.08130645751953,32.27068296079268,31.638439461088787,31.753256479408194,43326000
2015-10-07,31.928213119506836,32.33822482093975,31.420729735720066,32.27018216540743,41854000
2015-10-08,31.76915740966797,32.03209412103967,31.09317528907295,31.87850801625773,43642000
2015-10-09,31.990341186523438,32.1086374840028,31.578190742813078,31.810907754632716,32974000
2015-10-12,32.14244079589844,32.23339945367271,31.761704524773844,31.91479386915587,25504000
2015-10-13,32.422279357910156,32.69624747381374,31.967482274217875,31.967482274217875,36154000
2015-10-14,32.3656120300293,32.77468328003285,32.25079692118503,32.46750726319789,28310000
2015-10-15,32.89148712158203,32.96057640821375,32.52963582240617,32.53957885492982,37714000
2015-10-16,32.91434860229492,33.05203039718006,32.665825890156974,33.00928521878622,32222000
2015-10-19,33.10820388793945,33.14399046924118,32.78412998188198,32.863655296757315,29546000
2015-10-20,32.321876525878906,33.03961038947715,32.01942550532073,33.005810899197485,49964000
2015-10-21,31.940643310546875,32.59972388761934,31.896900786300577,32.514233513401,35822000
2015-10-22,32.39693069458008,32.695654023600575,32.01022933685371,32.143933187548164,81420000
2015-10-23,34.8925895690918,36.2843183657358,34.867739571532084,36.16005700146958,133078000
2015-10-26,35.42840576171875,35.7450242312226,34.85580918712287,34.8702231715597,54332000
2015-10-27,35.21517562866211,35.47016020912792,35.01934110004201,35.16000354863241,44916000
2015-10-28,35.43685531616211,35.43834563344297,34.94627168768626,35.15751752597607,43578000
2015-10-29,35.63418960571289,35.70079125091361,35.29073019630253,35.31508721771824,29120000
2015-10-30,35.33049392700195,35.687870542568916,35.2927164644933,35.575038719693744,38176000
2015-11-02,35.84244918823242,35.8677997533429,35.083957246401916,35.34291981047511,37726000
