Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2015-08-04,93.54679107666016,94.2131412155532,92.82077832327462,93.27826757872364,20136000
2015-08-05,95.91381072998047,96.56025815827583,94.66068336214154,94.73030112770107,29813200
2015-08-06,94.60102081298828,98.20126496285798,93.90483551330296,96.64977886900331,42271300
2015-08-07,93.78549194335938,94.87948870575363,93.09925423057918,94.85959357878647,23199100
2015-08-10,93.63631439208984,95.37676630425595,93.11914728903889,95.15796542125501,21624200
2015-08-11,93.10919952392578,94.24297892484346,92.39312672592146,93.21859995627464,22491000
2015-08-12,93.67608642578125,93.92472238500648,90.69245491507854,92.19421064560645,27050500
2015-08-13,92.92023468017578,94.21314475466701,92.8406693489956,93.53685461517074,17451800
2015-08-14,93.90482330322266,94.20318947683067,92.70142622179974,93.02962749521517,15929700
2015-08-17,93.41751098632812,93.94461805144945,92.88045635740225,93.90483538399924,18313500
2015-08-18,94.6507339477539,95.32702405186139,93.52690215777015,93.5666848212785,22278800
2015-08-19,94.78997802734375,95.5756686300361,93.6462585963122,94.11368786222678,23251300
2015-08-20,90.06588745117188,94.25291609443478,89.96643458502474,93.02963142406718,44598200
2015-08-21,85.59043884277344,88.69341829718023,85.14289715824418,87.04247191150532,62778700
2015-08-24,81.64210510253906,81.64210510253906,71.60716079444595,76.60971539701508,83710700
2015-08-25,82.54714965820312,87.19166818537738,82.54714965820312,86.47559531164883,52021200
2015-08-26,86.71428680419922,86.98281032395442,82.80572889548004,85.48104688032984,45124300
2015-08-27,89.24042510986328,89.5686188214226,86.714282760582,88.61385761337235,42431400
2015-08-28,90.51344299316406,90.98087984294186,89.300098214022,89.38960352341715,33215900
2015-08-31,88.94205474853516,90.55321847980642,88.40500017144474,90.10566920501411,32850700
2015-09-01,86.75406646728516,88.90227731423936,86.02804609228166,86.37613493463908,36097400
2015-09-02,89.39954376220703,89.39954376220703,87.15187259464126,88.32543461086404,27190500
2015-09-03,87.6690444946289,89.32993095231357,87.25133788630718,89.27026074762979,27048200
2015-09-04,87.77843475341797,87.90772271116874,86.22694132157483,86.72421320367795,27328700
2015-09-08,89.04151153564453,89.74763677335633,88.3453338612153,89.20064219709553,27012500
2015-09-09,89.94654846191406,91.47814690552991,89.67801737254831,90.2846897296873,32551100
2015-09-10,91.4781494140625,91.55770715775304,89.14096522602608,89.57856696127845,26437400
2015-09-11,91.54776000976562,91.57759510978309,90.6327739452171,91.17977607142724,21185000
2015-09-14,91.80634307861328,92.11465684090687,91.1002178347769,91.80634307861328,20127900
2015-09-15,92.39311981201172,92.74120862172485,91.28917559565937,91.86601281619369,18859400
2015-09-16,92.94011688232422,93.08929997277883,92.12459125397515,92.39312233434688,16321200
2015-09-17,93.82527160644531,94.98889378231624,92.39313349330648,92.86057035889516,27841800
2015-09-18,93.88494873046875,94.67063934754968,92.54231593936308,92.69149145899968,62300000
2015-09-21,95.0286636352539,95.96352965259102,94.00427714203035,94.1037375927779,28790000
2015-09-22,92.45280456542969,94.16342137132558,91.4184779481957,93.25838273583278,36888900
2015-09-23,93.45730590820312,93.80539480932504,92.29369118683746,92.89041610129917,21701400
2015-09-24,93.8948974609375,94.2529263002816,91.73673133424204,92.55225706538255,29106000
2015-09-25,92.26383209228516,95.32702905323492,91.55770685044106,95.26735884872538,28961600
2015-09-28,88.72325897216797,91.78645595564355,87.69887998579401,91.57760265055671,41199900
2015-09-29,86.1971206665039,89.5686239850952,85.25230696729486,88.61386272200252,42281800
2015-09-30,89.40950012207031,89.52884053656112,87.52981271616031,87.95746690621098,36169100
2015-10-01,90.4537582397461,90.4537582397461,87.87789336398686,89.55867486358972,29283700
2015-10-02,91.5676498413086,91.69693780721241,87.88784071679964,88.41494773102619,37881700
2015-10-05,93.4970703125,93.75564625265663,92.1544376203556,92.43290868684274,27292500
2015-10-06,92.2936782836914,93.65619859013374,91.83618140587,93.56669327997385,22172800
2015-10-07,91.8958511352539,93.14897848188828,90.87147220745433,92.60197634191412,24129300
2015-10-08,91.9654769897461,92.71138492563641,89.97638916070525,91.38863969825995,27290500
2015-10-09,92.73126983642578,93.2285417795886,91.73672595010017,92.39312855720355,20012900
2015-10-12,93.7457046508789,94.08384591495621,92.16437599680764,92.81083101151894,18449600
2015-10-13,93.60647583007812,94.84965572142005,93.03958610313693,93.14898654059644,19480300
2015-10-14,93.55674743652344,94.68057934876917,93.09925813805789,93.56669500042453,19253400
2015-10-15,95.43643188476562,95.77458075694095,94.38221777718005,94.47172308619339,27557500
2015-10-16,97.00782012939453,97.0575427754309,94.8297663983631,95.65523971780414,25412900
2015-10-19,97.93273162841797,98.03218449333063,96.39118566508644,96.64976918407314,23729900
2015-10-20,96.47075653076172,99.04662154239276,96.03315479470147,98.19132078482502,30881800
2015-10-21,96.58016204833984,97.64432375432568,95.94365453753157,96.83874559578322,21917800
2015-10-22,99.12619018554688,99.18586798012818,97.01776194194893,97.25645035697046,26392100
2015-10-23,101.6324462890625,102.28884133499027,99.61352333207316,101.35397520365265,42809700
2015-10-26,103.20381164550781,103.24359430991255,100.99593067930027,101.64237810951694,25961200
2015-10-27,103.13419342041016,103.53201247491836,101.84129097796765,102.37834556338863,23795500
2015-10-28,103.6314697265625,103.90994838793867,102.358454768485,103.33311111388241,24081500
2015-10-29,104.30775451660156,104.54645049981276,102.95517429614054,103.39277601092714,20316700
2015-10-30,101.41364288330078,104.14863861332391,101.09538913822698,103.93978530447247,33487100
2015-11-02,102.74633026123047,102.90546093104558,100.62795443675063,101.16500906572467,24003900
2015-11-03,102.02031707763672,103.08447876793115,101.84129886862607,102.65682457905949,21242300
2015-11-04,103.37288665771484,103.57179238579756,101.9208535969629,102.62697879575389,43469300
2015-11-05,108.16659545898438,110.0462828015955,107.36100974945983,108.20637812506428,63232900
2015-11-06,106.51565551757812,108.14670698840555,105.33215337687012,107.45052925857733,35084300
2015-11-09,105.90897369384766,107.659373014783,105.28241379265584,106.41619318782246,26383500
2015-11-10,107.32125091552734,107.55993936036747,104.66581256407672,105.38188548636592,25031700
2015-11-11,108.41522216796875,109.27053044618835,106.52558742334949,107.67925429002452,25057100
2015-11-12,107.43062591552734,108.79315375430919,107.41073837666792,107.88812277473752,20924700
2015-11-13,103.3828353881836,107.65937719404732,103.26349497633387,107.12232257742018,30278400
2015-11-16,103.47235107421875,103.60163905313053,99.92182955838729,102.75627823274552,49309200
2015-11-17,104.556396484375,105.62055814377771,103.57180015728238,104.04918456337536,26807200
2015-11-18,107.18199157714844,107.29139201195805,104.81497985296376,105.22274648957554,23836500
2015-11-19,105.68022918701172,107.14220982681942,105.3719154409442,106.77422587921436,25520600
2015-11-20,106.73444366455078,107.28144580683653,106.0382660177937,106.25705928694073,22129600
2015-11-23,106.36646270751953,106.8836297634591,105.50121440617707,106.60515869692279,19897200
2015-11-24,105.1630630493164,105.908970925999,103.82043038884117,105.42164657114121,23577300
2015-11-25,104.83487701416016,106.01837910533389,104.52656324291053,105.74985558871555,15150800
2015-11-27,104.87464904785156,105.38186855092161,104.28787180113275,105.20285034911852,5913100
2015-11-30,103.67124938964844,105.52110156820144,103.18392502494886,105.2625180411544,20383200
2015-12-01,106.5355453491211,106.56538045209213,103.9298375983134,104.25803890653023,22781900
2015-12-02,105.49126434326172,107.33116892164989,105.21279328332413,106.41619041392144,24429100
2015-12-03,103.81048583984375,106.26701039908158,102.78610687350158,105.69017313663555,23236500
2015-12-04,105.60066986083984,107.14221591547846,103.54196432536325,104.23814200875431,21224700
2015-12-07,105.03378295898438,106.24712774342204,104.08896927943984,105.89903889241972,15474900
2015-12-08,105.90897369384766,106.3266878824097,103.38283137493174,103.43256160311716,20401800
2015-12-09,104.029296875,105.85926171014522,102.98503026788866,105.60067815553126,23517300
2015-12-10,104.84481048583984,105.81946679410999,103.84032666398234,104.47683411877482,17454300
